ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	oto_hcat	oto_acat	oto_ccat	orphan	year_launch
GRIN2B-D010190	GRIN2B	D010190	Pancreatic Neoplasms		Preclinical	Preclinical		2	1								FALSE	
GRIN2B-D010300	GRIN2B	D010300	Parkinson Disease	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
GRIN2B-D012128	GRIN2B	D012128	Respiratory Distress Syndrome	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2B-D012559	GRIN2B	D012559	Schizophrenia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRIN2B-D013036	GRIN2B	D013036	Spasms, Infantile	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRIN2B-D013313	GRIN2B	D013313	Stress Disorders, Post-Traumatic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRIN2B-D013345	GRIN2B	D013345	Subarachnoid Hemorrhage		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
GRIN2B-D020521	GRIN2B	D020521	Stroke		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
GRIN2B-D054990	GRIN2B	D054990	Idiopathic Pulmonary Fibrosis		Phase II	Phase II		4	3	TRUE	TRUE			Preclinical		Preclinical	FALSE	
GRIN2B-D055371	GRIN2B	D055371	Acute Lung Injury	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2B-D055752	GRIN2B	D055752	Small Cell Lung Carcinoma		Preclinical	Preclinical		2	1								FALSE	
GRIN2B-D059226	GRIN2B	D059226	Nociceptive Pain	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRIN2B-D059352	GRIN2B	D059352	Musculoskeletal Pain		Preclinical	Preclinical		2	1								FALSE	
GRIN2C-D000544	GRIN2C	D000544	Alzheimer Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2C-D003863	GRIN2C	D003863	Depression	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2C-D010300	GRIN2C	D010300	Parkinson Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2C-D012559	GRIN2C	D012559	Schizophrenia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
GRIN2D-D000544	GRIN2D	D000544	Alzheimer Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2D-D001289	GRIN2D	D001289	Attention Deficit Disorder with Hyperactivity	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRIN2D-D003863	GRIN2D	D003863	Depression	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2D-D010300	GRIN2D	D010300	Parkinson Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRIN2D-D012559	GRIN2D	D012559	Schizophrenia	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRK2-D006333	GRK2	D006333	Heart Failure	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRK5-D006333	GRK5	D006333	Heart Failure		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRM1-D001008	GRM1	D001008	Anxiety Disorders	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
GRM1-D004827	GRM1	D004827	Epilepsy	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM1-D009422	GRM1	D009422	Nervous System Diseases	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
GRM1-D009437	GRM1	D009437	Neuralgia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM1-D019966	GRM1	D019966	Substance-Related Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM1-D059226	GRM1	D059226	Nociceptive Pain	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM2-D000544	GRM2	D000544	Alzheimer Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
GRM2-D001008	GRM2	D001008	Anxiety Disorders	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase II		Phase II	FALSE	
GRM2-D001714	GRM2	D001714	Bipolar Disorder	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
GRM2-D002545	GRM2	D002545	Brain Ischemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM2-D003072	GRM2	D003072	Cognition Disorders		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRM2-D003704	GRM2	D003704	Dementia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GRM2-D003863	GRM2	D003863	Depression	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
GRM2-D003865	GRM2	D003865	Depressive Disorder, Major	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRM2-D004827	GRM2	D004827	Epilepsy		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
GRM2-D008881	GRM2	D008881	Migraine Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GRM2-D009422	GRM2	D009422	Nervous System Diseases		Phase I	Phase I		3	2	TRUE				Preclinical		Preclinical	FALSE	
GRM2-D010300	GRM2	D010300	Parkinson Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM2-D011618	GRM2	D011618	Psychotic Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRM2-D012559	GRM2	D012559	Schizophrenia		Phase I	Phase I		3	2	TRUE				Phase II		Phase II	FALSE	
GRM2-D012893	GRM2	D012893	Sleep Wake Disorders	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM2-D014029	GRM2	D014029	Tobacco Use Disorder		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
GRM2-D019969	GRM2	D019969	Amphetamine-Related Disorders	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM2-D019970	GRM2	D019970	Cocaine-Related Disorders		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
GRM2-D020521	GRM2	D020521	Stroke	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM2-D059226	GRM2	D059226	Nociceptive Pain	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM3-D000544	GRM3	D000544	Alzheimer Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GRM3-D000690	GRM3	D000690	Amyotrophic Lateral Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM3-D001008	GRM3	D001008	Anxiety Disorders	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
GRM3-D001932	GRM3	D001932	Brain Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM3-D003704	GRM3	D003704	Dementia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GRM3-D003863	GRM3	D003863	Depression	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM3-D003865	GRM3	D003865	Depressive Disorder, Major	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GRM3-D005909	GRM3	D005909	Glioblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM3-D008527	GRM3	D008527	Medulloblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM3-D008881	GRM3	D008881	Migraine Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRM3-D009369	GRM3	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM3-D009422	GRM3	D009422	Nervous System Diseases		Phase I	Phase I		3	2	TRUE					Preclinical	Preclinical	FALSE	
GRM3-D010300	GRM3	D010300	Parkinson Disease		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRM3-D011618	GRM3	D011618	Psychotic Disorders	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM3-D012559	GRM3	D012559	Schizophrenia		Phase I	Phase I		3	2	TRUE							FALSE	
GRM3-D012893	GRM3	D012893	Sleep Wake Disorders	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM3-D019969	GRM3	D019969	Amphetamine-Related Disorders	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM3-D059226	GRM3	D059226	Nociceptive Pain	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM4-D000544	GRM4	D000544	Alzheimer Disease		Preclinical	Preclinical		2	1								FALSE	
GRM4-D001008	GRM4	D001008	Anxiety Disorders	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
GRM4-D001321	GRM4	D001321	Autistic Disorder	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM4-D001327	GRM4	D001327	Autoimmune Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM4-D002545	GRM4	D002545	Brain Ischemia	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM4-D003863	GRM4	D003863	Depression		Preclinical	Preclinical		2	1								FALSE	
GRM4-D003920	GRM4	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM4-D004409	GRM4	D004409	Dyskinesia, Drug-Induced	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRM4-D004829	GRM4	D004829	Epilepsy, Generalized		Preclinical	Preclinical		2	1								FALSE	
GRM4-D004831	GRM4	D004831	Epilepsies, Myoclonic		Preclinical	Preclinical		2	1								FALSE	
GRM4-D009103	GRM4	D009103	Multiple Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM4-D009437	GRM4	D009437	Neuralgia		Preclinical	Preclinical		2	1								FALSE	
GRM4-D010300	GRM4	D010300	Parkinson Disease		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
GRM4-D012559	GRM4	D012559	Schizophrenia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM4-D013036	GRM4	D013036	Spasms, Infantile		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
GRM4-D013226	GRM4	D013226	Status Epilepticus		Phase I	Phase I		3	2	TRUE							FALSE	
GRM4-D019966	GRM4	D019966	Substance-Related Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM4-D020521	GRM4	D020521	Stroke	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM4-D065768	GRM4	D065768	Lennox Gastaut Syndrome		Preclinical	Preclinical		2	1								FALSE	
GRM5-D000071057	GRM5	D000071057	Tardive Dyskinesia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
GRM5-D000437	GRM5	D000437	Alcoholism	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRM5-D000544	GRM5	D000544	Alzheimer Disease		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
GRM5-D001008	GRM5	D001008	Anxiety Disorders		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
GRM5-D001289	GRM5	D001289	Attention Deficit Disorder with Hyperactivity		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRM5-D001321	GRM5	D001321	Autistic Disorder	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D001714	GRM5	D001714	Bipolar Disorder	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM5-D001764	GRM5	D001764	Blepharospasm		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GRM5-D002545	GRM5	D002545	Brain Ischemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM5-D003072	GRM5	D003072	Cognition Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM5-D003863	GRM5	D003863	Depression	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
GRM5-D003865	GRM5	D003865	Depressive Disorder, Major	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D004409	GRM5	D004409	Dyskinesia, Drug-Induced		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
GRM5-D004421	GRM5	D004421	Dystonia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
GRM5-D005600	GRM5	D005600	Fragile X Syndrome	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	TRUE	
GRM5-D005764	GRM5	D005764	Gastroesophageal Reflux	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D006816	GRM5	D006816	Huntington Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D008881	GRM5	D008881	Migraine Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D009422	GRM5	D009422	Nervous System Diseases		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
GRM5-D009437	GRM5	D009437	Neuralgia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GRM5-D009771	GRM5	D009771	Obsessive-Compulsive Disorder	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D010300	GRM5	D010300	Parkinson Disease		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
GRM5-D011618	GRM5	D011618	Psychotic Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM5-D012559	GRM5	D012559	Schizophrenia	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
GRM5-D014029	GRM5	D014029	Tobacco Use Disorder	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GRM5-D014103	GRM5	D014103	Torticollis	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
GRM5-D014277	GRM5	D014277	Trigeminal Neuralgia		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
GRM5-D014402	GRM5	D014402	Tuberous Sclerosis		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GRM5-D019966	GRM5	D019966	Substance-Related Disorders		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
GRM5-D019970	GRM5	D019970	Cocaine-Related Disorders	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GRM5-D020521	GRM5	D020521	Stroke	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM5-D020820	GRM5	D020820	Dyskinesias		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRM5-D059226	GRM5	D059226	Nociceptive Pain	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM7-D000437	GRM7	D000437	Alcoholism	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM7-D000544	GRM7	D000544	Alzheimer Disease		Preclinical	Preclinical		2	1								FALSE	
GRM7-D001008	GRM7	D001008	Anxiety Disorders	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
GRM7-D002545	GRM7	D002545	Brain Ischemia	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM7-D003863	GRM7	D003863	Depression		Preclinical	Preclinical		2	1					Preclinical		Preclinical	FALSE	
GRM7-D004409	GRM7	D004409	Dyskinesia, Drug-Induced	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRM7-D004829	GRM7	D004829	Epilepsy, Generalized		Preclinical	Preclinical		2	1								FALSE	
GRM7-D004831	GRM7	D004831	Epilepsies, Myoclonic		Preclinical	Preclinical		2	1								FALSE	
GRM7-D009437	GRM7	D009437	Neuralgia		Preclinical	Preclinical		2	1								FALSE	
GRM7-D010300	GRM7	D010300	Parkinson Disease		Preclinical	Preclinical		2	1								FALSE	
GRM7-D013036	GRM7	D013036	Spasms, Infantile		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
GRM7-D013226	GRM7	D013226	Status Epilepticus		Phase I	Phase I		3	2	TRUE							FALSE	
GRM7-D013313	GRM7	D013313	Stress Disorders, Post-Traumatic		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRM7-D020521	GRM7	D020521	Stroke	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GRM7-D034381	GRM7	D034381	Hearing Loss	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRM7-D065768	GRM7	D065768	Lennox Gastaut Syndrome		Preclinical	Preclinical		2	1								FALSE	
GRM8-D004409	GRM8	D004409	Dyskinesia, Drug-Induced	Preclinical		Preclinical	1		1	FALSE							FALSE	
GRN-D000544	GRN	D000544	Alzheimer Disease		Phase I	Phase I		3	2	TRUE							FALSE	
GRN-D001943	GRN	D001943	Breast Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRN-D008175	GRN	D008175	Lung Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRN-D010300	GRN	D010300	Parkinson Disease		Preclinical	Preclinical		2	1								FALSE	
GRN-D011471	GRN	D011471	Prostatic Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GRN-D013494	GRN	D013494	Supranuclear Palsy, Progressive		Phase II	Phase II		4	3	TRUE	TRUE						FALSE	
GRN-D057180	GRN	D057180	Frontotemporal Dementia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GRPR-D001932	GRPR	D001932	Brain Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRPR-D001943	GRPR	D001943	Breast Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRPR-D002289	GRPR	D002289	Carcinoma, Non-Small-Cell Lung	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
GRPR-D005909	GRPR	D005909	Glioblastoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRPR-D008527	GRPR	D008527	Medulloblastoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRPR-D009369	GRPR	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
GRPR-D010051	GRPR	D010051	Ovarian Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GRPR-D011471	GRPR	D011471	Prostatic Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
GRPR-D043183	GRPR	D043183	Irritable Bowel Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GRPR-D046152	GRPR	D046152	Gastrointestinal Stromal Tumors	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
GSAP-D000544	GSAP	D000544	Alzheimer Disease	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D001943	GSAP	D001943	Breast Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GSAP-D007680	GSAP	D007680	Kidney Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D008113	GSAP	D008113	Liver Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D009101	GSAP	D009101	Multiple Myeloma		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GSAP-D009369	GSAP	D009369	Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D010190	GSAP	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GSAP-D012509	GSAP	D012509	Sarcoma		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
GSAP-D013964	GSAP	D013964	Thyroid Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D015179	GSAP	D015179	Colorectal Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D016399	GSAP	D016399	Lymphoma, T-Cell	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSAP-D018222	GSAP	D018222	Fibromatosis, Aggressive		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
GSAP-D054198	GSAP	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
GSDMD-D007154	GSDMD	D007154	Immune System Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GSDMD-D007249	GSDMD	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3A-D000544	GSK3A	D000544	Alzheimer Disease	Preclinical		Preclinical	1		1	FALSE							FALSE	
GSK3A-D009369	GSK3A	D009369	Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GSK3A-D010190	GSK3A	D010190	Pancreatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GSK3A-D015470	GSK3A	D015470	Leukemia, Myeloid, Acute	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
GSK3B-D000544	GSK3B	D000544	Alzheimer Disease		Preclinical	Preclinical		2	1					Phase II		Phase II	TRUE	
GSK3B-D000690	GSK3B	D000690	Amyotrophic Lateral Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D001172	GSK3B	D001172	Arthritis, Rheumatoid	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GSK3B-D001932	GSK3B	D001932	Brain Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
GSK3B-D002545	GSK3B	D002545	Brain Ischemia		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	FALSE	
GSK3B-D003072	GSK3B	D003072	Cognition Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D003863	GSK3B	D003863	Depression	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D003920	GSK3B	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D003922	GSK3B	D003922	Diabetes Mellitus, Type 1	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GSK3B-D003924	GSK3B	D003924	Diabetes Mellitus, Type 2	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
GSK3B-D003928	GSK3B	D003928	Diabetic Nephropathies	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D004409	GSK3B	D004409	Dyskinesia, Drug-Induced	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
GSK3B-D005355	GSK3B	D005355	Fibrosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D005909	GSK3B	D005909	Glioblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
GSK3B-D006258	GSK3B	D006258	Head and Neck Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GSK3B-D006816	GSK3B	D006816	Huntington Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D006973	GSK3B	D006973	Hypertension	Preclinical		Preclinical	1		1	FALSE							FALSE	
GSK3B-D007239	GSK3B	D007239	Infections	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D007249	GSK3B	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D007251	GSK3B	D007251	Influenza, Human	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D007676	GSK3B	D007676	Kidney Failure, Chronic		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
GSK3B-D007938	GSK3B	D007938	Leukemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D008113	GSK3B	D008113	Liver Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
GSK3B-D008175	GSK3B	D008175	Lung Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
GSK3B-D008527	GSK3B	D008527	Medulloblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
GSK3B-D008659	GSK3B	D008659	Metabolic Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D009223	GSK3B	D009223	Myotonic Dystrophy		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
GSK3B-D009369	GSK3B	D009369	Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GSK3B-D009394	GSK3B	D009394	Nephritis, Hereditary	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D009422	GSK3B	D009422	Nervous System Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
GSK3B-D009447	GSK3B	D009447	Neuroblastoma		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
GSK3B-D010024	GSK3B	D010024	Osteoporosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D010190	GSK3B	D010190	Pancreatic Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
GSK3B-D010300	GSK3B	D010300	Parkinson Disease	Phase I		Phase I	2		2	TRUE	FALSE			Preclinical		Preclinical	FALSE	
GSK3B-D011618	GSK3B	D011618	Psychotic Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D012559	GSK3B	D012559	Schizophrenia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D013494	GSK3B	D013494	Supranuclear Palsy, Progressive	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
GSK3B-D014406	GSK3B	D014406	Tularemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
GSK3B-D015470	GSK3B	D015470	Leukemia, Myeloid, Acute	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
