ti_uid	phasenum	phase	maxphasenum	maxphase	n_drugs
IL13RA1-D015179	2	Preclinical	2	Preclinical	1
IL13RA1-D029424	2	Preclinical	2	Preclinical	1
IL13RA1-D054990	2	Preclinical	2	Preclinical	1
IL13RA2-D001249	2	Preclinical	2	Preclinical	2
IL13RA2-D001932	2	Preclinical	2	Preclinical	8
IL13RA2-D001932	3	Phase I	3	Phase I	3
IL13RA2-D001932	4	Phase II	4	Phase II	2
IL13RA2-D001943	2	Preclinical	2	Preclinical	1
IL13RA2-D005134	2	Preclinical	2	Preclinical	1
IL13RA2-D005909	2	Preclinical	2	Preclinical	8
IL13RA2-D005909	3	Phase I	3	Phase I	3
IL13RA2-D005909	4	Phase II	4	Phase II	2
IL13RA2-D008527	2	Preclinical	2	Preclinical	8
IL13RA2-D008527	3	Phase I	3	Phase I	3
IL13RA2-D008527	4	Phase II	4	Phase II	2
IL13RA2-D008545	2	Preclinical	2	Preclinical	1
IL13RA2-D009369	2	Preclinical	2	Preclinical	6
IL13RA2-D010051	2	Preclinical	2	Preclinical	1
IL13RA2-D010051	2	Preclinical	4	Phase II	1
IL13RA2-D015179	2	Preclinical	2	Preclinical	1
IL13RA2-D029424	2	Preclinical	2	Preclinical	1
IL13RA2-D065631	2	Preclinical	2	Preclinical	1
IL15-D001249	2	Preclinical	2	Preclinical	1
IL15-D001327	2	Preclinical	2	Preclinical	2
IL15-D001650	2	Preclinical	3	Phase I	1
IL15-D001749	2	Preclinical	4	Phase II	1
IL15-D001943	2	Preclinical	2	Preclinical	1
IL15-D002446	2	Preclinical	2	Preclinical	2
IL15-D002446	3	Phase I	3	Phase I	2
IL15-D006258	2	Preclinical	4	Phase II	1
IL15-D006258	4	Phase II	4	Phase II	1
IL15-D007239	3	Phase I	3	Phase I	1
IL15-D007249	2	Preclinical	2	Preclinical	1
IL15-D008180	2	Preclinical	2	Preclinical	1
IL15-D008223	2	Preclinical	2	Preclinical	1
IL15-D008223	4	Phase II	4	Phase II	1
IL15-D008228	2	Preclinical	2	Preclinical	1
IL15-D008228	2	Preclinical	3	Phase I	1
IL15-D008228	4	Phase II	4	Phase II	1
IL15-D008545	2	Preclinical	4	Phase II	1
IL15-D009101	4	Phase II	4	Phase II	1
IL15-D009190	2	Preclinical	4	Phase II	1
IL15-D009369	2	Preclinical	2	Preclinical	21
IL15-D009369	2	Preclinical	4	Phase II	1
IL15-D009369	3	Phase I	3	Phase I	6
IL15-D009369	4	Phase II	4	Phase II	4
IL15-D009447	4	Phase II	4	Phase II	1
IL15-D012859	2	Preclinical	2	Preclinical	1
IL15-D012871	2	Preclinical	3	Phase I	1
IL15-D014777	2	Preclinical	4	Phase II	1
IL15-D015179	2	Preclinical	2	Preclinical	2
IL15-D015179	4	Phase II	4	Phase II	1
IL15-D015212	2	Preclinical	3	Phase I	1
IL15-D015451	3	Phase I	3	Phase I	1
IL15-D015470	3	Phase I	4	Phase II	1
IL15-D015470	4	Phase II	4	Phase II	1
IL15-D016393	3	Phase I	3	Phase I	1
IL15-D019337	2	Preclinical	2	Preclinical	3
IL15-D019337	2	Preclinical	3	Phase I	1
IL15-D029424	2	Preclinical	2	Preclinical	1
IL15-D057765	3	Phase I	3	Phase I	1
IL15-NA	2	Preclinical	2	Preclinical	2
IL15RA-D000086382	3	Phase I	6	Launched	1
IL15RA-D001168	2	Preclinical	2	Preclinical	1
IL15RA-D001749	6	Launched	6	Launched	1
IL15RA-D001943	4	Phase II	6	Launched	1
IL15RA-D002289	5	Phase III	6	Launched	1
IL15RA-D002817	2	Preclinical	6	Launched	1
IL15RA-D004686	4	Phase II	4	Phase II	1
IL15RA-D006258	3	Phase I	6	Launched	1
IL15RA-D007154	2	Preclinical	2	Preclinical	2
IL15RA-D007249	2	Preclinical	2	Preclinical	2
IL15RA-D007680	3	Phase I	6	Launched	1
IL15RA-D008113	2	Preclinical	3	Phase I	1
IL15RA-D008175	2	Preclinical	2	Preclinical	1
IL15RA-D008223	2	Preclinical	2	Preclinical	1
IL15RA-D008228	4	Phase II	6	Launched	1
IL15RA-D008415	4	Phase II	4	Phase II	1
IL15RA-D008545	3	Phase I	6	Launched	1
IL15RA-D009101	4	Phase II	6	Launched	1
IL15RA-D009190	3	Phase I	3	Phase I	2
IL15RA-D009190	4	Phase II	4	Phase II	1
IL15RA-D009369	2	Preclinical	2	Preclinical	2
IL15RA-D009369	2	Preclinical	4	Phase II	1
IL15RA-D009369	3	Phase I	3	Phase I	2
IL15RA-D009369	4	Phase II	4	Phase II	1
IL15RA-D009369	4	Phase II	6	Launched	1
IL15RA-D010051	2	Preclinical	6	Launched	1
IL15RA-D010051	3	Phase I	3	Phase I	1
IL15RA-D010190	4	Phase II	6	Launched	1
IL15RA-D015179	2	Preclinical	3	Phase I	1
IL15RA-D015266	4	Phase II	6	Launched	1
IL15RA-D015470	3	Phase I	3	Phase I	2
IL15RA-D015470	3	Phase I	4	Phase II	1
IL15RA-D015470	4	Phase II	4	Phase II	1
IL15RA-D015658	3	Phase I	6	Launched	1
IL15RA-D016393	4	Phase II	6	Launched	1
IL15RA-D019337	4	Phase II	6	Launched	1
IL16-D001327	2	Preclinical	2	Preclinical	1
IL16-D007249	2	Preclinical	2	Preclinical	1
IL17A-D000152	2	Preclinical	3	Phase I	1
IL17A-D000152	4	Phase II	4	Phase II	1
IL17A-D000152	5	Phase III	5	Phase III	1
IL17A-D001168	2	Preclinical	2	Preclinical	1
IL17A-D001171	4	Phase II	4	Phase II	1
IL17A-D001171	6	Launched	6	Launched	1
IL17A-D001172	2	Preclinical	2	Preclinical	9
IL17A-D001172	3	Phase I	3	Phase I	5
IL17A-D001172	3	Phase I	4	Phase II	1
IL17A-D001172	4	Phase II	4	Phase II	3
IL17A-D001172	4	Phase II	6	Launched	1
IL17A-D001172	5	Phase III	6	Launched	1
IL17A-D001249	2	Preclinical	2	Preclinical	1
IL17A-D001249	3	Phase I	3	Phase I	1
IL17A-D001249	4	Phase II	4	Phase II	1
IL17A-D001249	4	Phase II	6	Launched	1
IL17A-D001327	2	Preclinical	2	Preclinical	8
IL17A-D001327	2	Preclinical	4	Phase II	1
IL17A-D001327	3	Phase I	3	Phase I	2
IL17A-D001528	5	Phase III	6	Launched	1
IL17A-D003093	4	Phase II	6	Launched	1
IL17A-D003424	4	Phase II	4	Phase II	1
IL17A-D003424	4	Phase II	6	Launched	1
IL17A-D003876	3	Phase I	3	Phase I	1
IL17A-D003876	4	Phase II	6	Launched	1
IL17A-D003922	4	Phase II	6	Launched	1
IL17A-D007154	2	Preclinical	2	Preclinical	2
IL17A-D007249	2	Preclinical	2	Preclinical	6
IL17A-D007249	2	Preclinical	4	Phase II	2
IL17A-D007249	3	Phase I	3	Phase I	1
IL17A-D007249	4	Phase II	4	Phase II	1
IL17A-D008181	2	Preclinical	5	Phase III	1
IL17A-D008181	4	Phase II	4	Phase II	1
IL17A-D008181	5	Phase III	6	Launched	1
IL17A-D009101	4	Phase II	4	Phase II	1
IL17A-D009103	2	Preclinical	2	Preclinical	3
IL17A-D009335	4	Phase II	6	Launched	1
IL17A-D009369	2	Preclinical	2	Preclinical	3
IL17A-D009422	2	Preclinical	6	Launched	1
IL17A-D011014	2	Preclinical	2	Preclinical	1
IL17A-D011111	4	Phase II	6	Launched	1
IL17A-D011565	2	Preclinical	2	Preclinical	13
IL17A-D011565	2	Preclinical	4	Phase II	1
IL17A-D011565	3	Phase I	3	Phase I	7
IL17A-D011565	4	Phase II	4	Phase II	9
IL17A-D011565	4	Phase II	5	Phase III	1
IL17A-D011565	6	Launched	6	Launched	3
IL17A-D012393	2	Preclinical	3	Phase I	1
IL17A-D013167	2	Preclinical	2	Preclinical	3
IL17A-D013167	2	Preclinical	4	Phase II	3
IL17A-D013167	3	Phase I	3	Phase I	2
IL17A-D013167	3	Phase I	4	Phase II	1
IL17A-D013167	4	Phase II	4	Phase II	5
IL17A-D013167	5	Phase III	5	Phase III	1
IL17A-D013167	6	Launched	6	Launched	3
IL17A-D013708	4	Phase II	6	Launched	1
IL17A-D014605	2	Preclinical	2	Preclinical	1
IL17A-D014605	4	Phase II	4	Phase II	3
IL17A-D014605	5	Phase III	6	Launched	1
IL17A-D014657	5	Phase III	6	Launched	1
IL17A-D015179	2	Preclinical	2	Preclinical	1
IL17A-D015352	4	Phase II	6	Launched	1
IL17A-D015535	2	Preclinical	2	Preclinical	1
IL17A-D015535	2	Preclinical	4	Phase II	1
IL17A-D015535	3	Phase I	3	Phase I	3
IL17A-D015535	3	Phase I	4	Phase II	1
IL17A-D015535	4	Phase II	4	Phase II	4
IL17A-D015535	4	Phase II	5	Phase III	1
IL17A-D015535	6	Launched	6	Launched	3
IL17A-D017497	4	Phase II	4	Phase II	3
IL17A-D017497	5	Phase III	6	Launched	2
IL17A-D017676	4	Phase II	6	Launched	1
IL17A-D020529	4	Phase II	4	Phase II	1
IL17A-D020529	4	Phase II	6	Launched	1
IL17A-D029424	4	Phase II	4	Phase II	1
IL17A-D029424	4	Phase II	6	Launched	1
IL17A-D049970	2	Preclinical	5	Phase III	1
IL17A-D049970	5	Phase III	6	Launched	1
IL17B-D007249	2	Preclinical	2	Preclinical	1
IL17B-D009369	2	Preclinical	2	Preclinical	1
IL17C-D001172	2	Preclinical	4	Phase II	1
IL17C-D003876	4	Phase II	4	Phase II	1
IL17C-D010003	2	Preclinical	4	Phase II	1
IL17C-D010024	2	Preclinical	4	Phase II	1
IL17F-D001172	3	Phase I	4	Phase II	1
IL17F-D001172	4	Phase II	6	Launched	1
IL17F-D001327	2	Preclinical	2	Preclinical	1
IL17F-D001327	3	Phase I	3	Phase I	1
IL17F-D003093	4	Phase II	6	Launched	1
IL17F-D007249	3	Phase I	3	Phase I	1
IL17F-D009422	2	Preclinical	6	Launched	1
IL17F-D011565	2	Preclinical	2	Preclinical	1
IL17F-D011565	4	Phase II	4	Phase II	2
IL17F-D011565	6	Launched	6	Launched	1
IL17F-D013167	2	Preclinical	4	Phase II	1
IL17F-D013167	3	Phase I	4	Phase II	1
IL17F-D013167	6	Launched	6	Launched	1
IL17F-D015212	2	Preclinical	2	Preclinical	1
IL17F-D015535	2	Preclinical	2	Preclinical	1
IL17F-D015535	6	Launched	6	Launched	1
IL17F-D017497	4	Phase II	4	Phase II	1
IL17F-D017497	5	Phase III	6	Launched	1
IL17RA-D001172	2	Preclinical	2	Preclinical	1
IL17RA-D001172	2	Preclinical	4	Phase II	2
IL17RA-D001172	3	Phase I	3	Phase I	1
IL17RA-D001172	4	Phase II	6	Launched	1
IL17RA-D001249	2	Preclinical	2	Preclinical	1
IL17RA-D001249	4	Phase II	6	Launched	1
IL17RA-D001327	2	Preclinical	2	Preclinical	2
IL17RA-D001327	3	Phase I	3	Phase I	2
IL17RA-D001327	3	Phase I	6	Launched	1
IL17RA-D003424	4	Phase II	6	Launched	1
IL17RA-D007249	2	Preclinical	2	Preclinical	1
IL17RA-D007249	3	Phase I	3	Phase I	1
IL17RA-D007249	3	Phase I	4	Phase II	1
IL17RA-D009103	2	Preclinical	2	Preclinical	1
IL17RA-D011565	2	Preclinical	2	Preclinical	3
IL17RA-D011565	3	Phase I	3	Phase I	2
IL17RA-D011565	3	Phase I	4	Phase II	1
IL17RA-D011565	4	Phase II	4	Phase II	1
IL17RA-D011565	6	Launched	6	Launched	1
IL17RA-D012595	6	Launched	6	Launched	1
IL17RA-D012859	3	Phase I	3	Phase I	1
IL17RA-D013167	3	Phase I	4	Phase II	1
IL17RA-D013167	4	Phase II	4	Phase II	1
IL17RA-D013167	6	Launched	6	Launched	1
IL17RA-D015356	2	Preclinical	2	Preclinical	1
IL17RA-D015535	2	Preclinical	4	Phase II	1
IL17RA-D015535	3	Phase I	4	Phase II	1
IL17RA-D015535	6	Launched	6	Launched	1
IL17RA-D045743	6	Launched	6	Launched	1
IL17RA-D045745	6	Launched	6	Launched	1
IL17RB-D001168	2	Preclinical	2	Preclinical	1
IL17RB-D001249	3	Phase I	3	Phase I	1
IL17RB-D003093	2	Preclinical	3	Phase I	1
IL17RB-D009369	2	Preclinical	2	Preclinical	1
IL17RB-D054990	3	Phase I	3	Phase I	1
IL17RC-D001168	2	Preclinical	2	Preclinical	1
IL17RC-D009103	2	Preclinical	2	Preclinical	1
IL17RC-D015212	2	Preclinical	2	Preclinical	1
IL18-D001171	2	Preclinical	3	Phase I	1
IL18-D001171	2	Preclinical	5	Phase III	1
IL18-D001172	2	Preclinical	2	Preclinical	1
IL18-D001932	2	Preclinical	2	Preclinical	1
IL18-D002289	2	Preclinical	2	Preclinical	1
IL18-D003424	4	Phase II	4	Phase II	1
IL18-D003876	3	Phase I	4	Phase II	1
IL18-D003876	4	Phase II	4	Phase II	1
IL18-D003924	4	Phase II	4	Phase II	1
IL18-D005909	2	Preclinical	2	Preclinical	1
IL18-D006086	4	Phase II	4	Phase II	1
IL18-D006258	2	Preclinical	4	Phase II	1
IL18-D007154	3	Phase I	3	Phase I	1
IL18-D007249	3	Phase I	4	Phase II	1
IL18-D007680	2	Preclinical	2	Preclinical	1
IL18-D008113	2	Preclinical	2	Preclinical	1
IL18-D008527	2	Preclinical	2	Preclinical	1
IL18-D008545	2	Preclinical	2	Preclinical	1
IL18-D008545	2	Preclinical	4	Phase II	1
IL18-D009101	3	Phase I	3	Phase I	1
IL18-D009190	2	Preclinical	4	Phase II	1
IL18-D009369	2	Preclinical	2	Preclinical	4
IL18-D009369	2	Preclinical	4	Phase II	1
IL18-D009369	4	Phase II	4	Phase II	1
IL18-D012507	4	Phase II	4	Phase II	1
IL18-D015212	2	Preclinical	2	Preclinical	1
IL18-D015352	2	Preclinical	5	Phase III	1
IL18-D015470	4	Phase II	4	Phase II	1
IL18-D016706	3	Phase I	3	Phase I	1
IL18-D016706	4	Phase II	5	Phase III	1
IL18-D029424	2	Preclinical	5	Phase III	1
IL18-D029424	3	Phase I	3	Phase I	1
IL18-D051359	5	Phase III	5	Phase III	1
IL18-D051799	4	Phase II	4	Phase II	1
IL18-D055501	3	Phase I	5	Phase III	1
IL18R1-D004646	2	Preclinical	2	Preclinical	1
IL18R1-D004828	4	Phase II	4	Phase II	1
IL18R1-D005185	4	Phase II	4	Phase II	1
IL18R1-D006689	4	Phase II	4	Phase II	1
IL18R1-D007249	2	Preclinical	2	Preclinical	1
IL18R1-D007249	4	Phase II	4	Phase II	1
IL18R1-D007680	4	Phase II	4	Phase II	1
IL18R1-D008228	4	Phase II	4	Phase II	1
IL18R1-D008545	4	Phase II	4	Phase II	1
IL18R1-D010051	4	Phase II	4	Phase II	1
IL18R1-D010534	4	Phase II	4	Phase II	1
IL18R1-D011565	4	Phase II	4	Phase II	1
IL18R1-D016393	4	Phase II	4	Phase II	1
IL18R1-D029424	2	Preclinical	2	Preclinical	1
IL18RAP-D000080424	2	Preclinical	2	Preclinical	1
IL18RAP-D000086382	2	Preclinical	2	Preclinical	1
IL18RAP-D001249	2	Preclinical	2	Preclinical	1
IL18RAP-D006073	2	Preclinical	2	Preclinical	1
IL18RAP-D012128	2	Preclinical	2	Preclinical	1
IL18RAP-D015212	2	Preclinical	2	Preclinical	1
IL18RAP-D055501	2	Preclinical	2	Preclinical	1
IL1A-D000080424	2	Preclinical	2	Preclinical	1
IL1A-D000086382	2	Preclinical	2	Preclinical	1
IL1A-D000152	4	Phase II	6	Launched	1
IL1A-D001172	2	Preclinical	2	Preclinical	2
IL1A-D001172	2	Preclinical	6	Launched	1
IL1A-D001172	3	Phase I	4	Phase II	2
IL1A-D001650	2	Preclinical	6	Launched	1
IL1A-D001989	2	Preclinical	2	Preclinical	1
IL1A-D002100	3	Phase I	6	Launched	1
IL1A-D002289	3	Phase I	6	Launched	1
IL1A-D003233	5	Phase III	5	Phase III	1
IL1A-D003876	4	Phase II	6	Launched	1
IL1A-D003924	4	Phase II	6	Launched	1
IL1A-D005871	3	Phase I	6	Launched	1
IL1A-D006967	5	Phase III	5	Phase III	1
IL1A-D007249	2	Preclinical	2	Preclinical	1
IL1A-D007938	2	Preclinical	6	Launched	1
IL1A-D008223	2	Preclinical	6	Launched	1
IL1A-D009190	3	Phase I	6	Launched	1
IL1A-D009369	2	Preclinical	2	Preclinical	1
IL1A-D009369	2	Preclinical	4	Phase II	1
IL1A-D009369	4	Phase II	5	Phase III	1
IL1A-D009369	4	Phase II	6	Launched	1
IL1A-D010003	4	Phase II	4	Phase II	1
IL1A-D010051	2	Preclinical	6	Launched	1
IL1A-D010190	3	Phase I	6	Launched	1
IL1A-D010190	4	Phase II	4	Phase II	1
IL1A-D011183	4	Phase II	4	Phase II	1
IL1A-D011565	4	Phase II	6	Launched	1
IL1A-D012393	2	Preclinical	4	Phase II	1
IL1A-D012595	5	Phase III	6	Launched	1
IL1A-D012871	4	Phase II	4	Phase II	1
IL1A-D013927	2	Preclinical	6	Launched	1
IL1A-D015179	2	Preclinical	4	Phase II	1
IL1A-D015179	4	Phase II	4	Phase II	1
IL1A-D015179	6	Launched	6	Launched	1
IL1A-D015210	2	Preclinical	4	Phase II	1
IL1A-D015352	5	Phase III	5	Phase III	1
IL1A-D015427	2	Preclinical	6	Launched	1
IL1A-D015451	3	Phase I	6	Launched	1
IL1A-D015464	3	Phase I	6	Launched	1
IL1A-D015470	3	Phase I	6	Launched	1
IL1A-D015477	3	Phase I	6	Launched	1
IL1A-D016491	4	Phase II	6	Launched	1
IL1A-D017497	4	Phase II	4	Phase II	1
IL1A-D017497	4	Phase II	6	Launched	1
IL1A-D017511	4	Phase II	6	Launched	1
IL1A-D018278	3	Phase I	6	Launched	1
IL1A-D023903	4	Phase II	6	Launched	1
IL1A-D045743	5	Phase III	6	Launched	1
IL1A-D045745	5	Phase III	6	Launched	1
IL1A-D050197	2	Preclinical	2	Preclinical	1
IL1A-D050197	2	Preclinical	6	Launched	1
IL1A-D054198	3	Phase I	6	Launched	1
IL1A-D055371	2	Preclinical	2	Preclinical	1
IL1A-D055728	3	Phase I	6	Launched	1
IL1B-C536657	6	Launched	6	Launched	1
IL1B-D000070642	2	Preclinical	2	Preclinical	2
IL1B-D000070642	3	Phase I	3	Phase I	1
IL1B-D000080424	5	Phase III	6	Launched	1
IL1B-D000086382	4	Phase II	4	Phase II	1
IL1B-D000086382	5	Phase III	5	Phase III	1
IL1B-D000086382	5	Phase III	6	Launched	1
IL1B-D000152	2	Preclinical	2	Preclinical	2
IL1B-D000152	5	Phase III	5	Phase III	2
IL1B-D000544	2	Preclinical	2	Preclinical	1
IL1B-D000544	3	Phase I	3	Phase I	1
IL1B-D000544	4	Phase II	6	Launched	1
IL1B-D000627	5	Phase III	5	Phase III	1
IL1B-D000755	2	Preclinical	2	Preclinical	1
IL1B-D000755	4	Phase II	6	Launched	1
IL1B-D000783	4	Phase II	6	Launched	1
IL1B-D000789	2	Preclinical	3	Phase I	1
IL1B-D001171	2	Preclinical	2	Preclinical	1
IL1B-D001171	3	Phase I	3	Phase I	1
IL1B-D001171	3	Phase I	4	Phase II	1
IL1B-D001171	5	Phase III	5	Phase III	1
IL1B-D001171	6	Launched	6	Launched	1
IL1B-D001172	2	Preclinical	2	Preclinical	4
IL1B-D001172	3	Phase I	3	Phase I	3
IL1B-D001172	3	Phase I	4	Phase II	1
IL1B-D001172	5	Phase III	5	Phase III	1
IL1B-D001172	5	Phase III	6	Launched	1
IL1B-D001249	2	Preclinical	2	Preclinical	1
IL1B-D001249	3	Phase I	6	Launched	1
IL1B-D001327	2	Preclinical	2	Preclinical	2
IL1B-D001327	2	Preclinical	4	Phase II	1
IL1B-D001528	3	Phase I	5	Phase III	1
IL1B-D001528	4	Phase II	6	Launched	1
IL1B-D001528	5	Phase III	5	Phase III	1
IL1B-D001943	3	Phase I	6	Launched	1
IL1B-D001989	2	Preclinical	2	Preclinical	1
IL1B-D002289	4	Phase II	4	Phase II	1
IL1B-D002289	5	Phase III	6	Launched	1
IL1B-D002318	2	Preclinical	2	Preclinical	1
IL1B-D002543	3	Phase I	3	Phase I	1
IL1B-D002545	2	Preclinical	2	Preclinical	1
IL1B-D002545	2	Preclinical	3	Phase I	1
IL1B-D002545	5	Phase III	5	Phase III	1
IL1B-D003093	2	Preclinical	3	Phase I	1
IL1B-D003233	5	Phase III	5	Phase III	1
IL1B-D003424	2	Preclinical	3	Phase I	1
IL1B-D003882	5	Phase III	5	Phase III	1
IL1B-D003920	2	Preclinical	2	Preclinical	3
IL1B-D003922	2	Preclinical	2	Preclinical	1
IL1B-D003922	4	Phase II	6	Launched	1
IL1B-D003922	5	Phase III	5	Phase III	1
IL1B-D003924	2	Preclinical	2	Preclinical	1
IL1B-D003924	3	Phase I	3	Phase I	1
IL1B-D003924	5	Phase III	5	Phase III	1
IL1B-D003924	5	Phase III	6	Launched	1
IL1B-D003928	2	Preclinical	2	Preclinical	2
IL1B-D003928	5	Phase III	5	Phase III	1
IL1B-D003930	2	Preclinical	3	Phase I	1
IL1B-D004820	2	Preclinical	2	Preclinical	1
IL1B-D005128	2	Preclinical	2	Preclinical	1
IL1B-D005131	2	Preclinical	3	Phase I	1
IL1B-D006073	2	Preclinical	2	Preclinical	4
IL1B-D006073	4	Phase II	4	Phase II	1
IL1B-D006073	4	Phase II	5	Phase III	1
IL1B-D006073	5	Phase III	5	Phase III	1
IL1B-D006073	5	Phase III	6	Launched	1
IL1B-D006333	5	Phase III	5	Phase III	1
IL1B-D006937	2	Preclinical	2	Preclinical	1
IL1B-D006967	5	Phase III	5	Phase III	1
IL1B-D007249	2	Preclinical	2	Preclinical	3
IL1B-D007249	2	Preclinical	4	Phase II	1
IL1B-D007249	3	Phase I	4	Phase II	1
IL1B-D007383	4	Phase II	6	Launched	1
IL1B-D008181	2	Preclinical	2	Preclinical	1
IL1B-D008268	2	Preclinical	3	Phase I	1
IL1B-D008269	3	Phase I	3	Phase I	1
IL1B-D009080	2	Preclinical	6	Launched	1
IL1B-D009101	5	Phase III	5	Phase III	1
IL1B-D009103	2	Preclinical	2	Preclinical	3
IL1B-D009103	3	Phase I	3	Phase I	1
IL1B-D009190	3	Phase I	6	Launched	1
IL1B-D009203	2	Preclinical	3	Phase I	1
IL1B-D009203	4	Phase II	5	Phase III	1
IL1B-D009203	5	Phase III	5	Phase III	1
IL1B-D009369	2	Preclinical	2	Preclinical	2
IL1B-D009369	2	Preclinical	3	Phase I	1
IL1B-D009369	4	Phase II	5	Phase III	1
IL1B-D009437	3	Phase I	3	Phase I	1
IL1B-D010003	4	Phase II	4	Phase II	1
IL1B-D010003	4	Phase II	6	Launched	1
IL1B-D010003	5	Phase III	5	Phase III	1
IL1B-D010190	2	Preclinical	6	Launched	1
IL1B-D010493	5	Phase III	5	Phase III	1
IL1B-D010505	4	Phase II	5	Phase III	1
IL1B-D010505	6	Launched	6	Launched	1
IL1B-D011014	4	Phase II	4	Phase II	1
IL1B-D011111	4	Phase II	6	Launched	1
IL1B-D011565	2	Preclinical	2	Preclinical	1
IL1B-D012128	2	Preclinical	2	Preclinical	1
IL1B-D012128	2	Preclinical	3	Phase I	1
IL1B-D012128	5	Phase III	5	Phase III	1
IL1B-D012507	4	Phase II	6	Launched	1
IL1B-D013119	2	Preclinical	2	Preclinical	1
IL1B-D013514	2	Preclinical	5	Phase III	1
IL1B-D014605	5	Phase III	5	Phase III	1
IL1B-D014657	5	Phase III	5	Phase III	1
IL1B-D014945	4	Phase II	5	Phase III	1
IL1B-D015210	2	Preclinical	2	Preclinical	2
IL1B-D015210	6	Launched	6	Launched	1
IL1B-D015212	2	Preclinical	2	Preclinical	1
IL1B-D015352	4	Phase II	6	Launched	1
IL1B-D015352	5	Phase III	5	Phase III	1
IL1B-D015423	5	Phase III	5	Phase III	1
IL1B-D015837	5	Phase III	5	Phase III	1
IL1B-D016491	4	Phase II	6	Launched	1
IL1B-D016706	6	Launched	6	Launched	1
IL1B-D017285	5	Phase III	5	Phase III	1
IL1B-D017497	2	Preclinical	2	Preclinical	2
IL1B-D017497	4	Phase II	4	Phase II	1
IL1B-D017511	5	Phase III	5	Phase III	1
IL1B-D017719	2	Preclinical	2	Preclinical	1
IL1B-D019873	2	Preclinical	5	Phase III	1
IL1B-D019873	5	Phase III	5	Phase III	1
IL1B-D020521	2	Preclinical	2	Preclinical	1
IL1B-D020521	2	Preclinical	3	Phase I	1
IL1B-D020521	5	Phase III	5	Phase III	1
IL1B-D029424	2	Preclinical	2	Preclinical	1
IL1B-D029424	4	Phase II	6	Launched	1
IL1B-D048909	2	Preclinical	6	Launched	1
IL1B-D050197	3	Phase I	3	Phase I	1
IL1B-D050197	5	Phase III	5	Phase III	1
IL1B-D050197	6	Launched	6	Launched	1
IL1B-D054058	5	Phase III	5	Phase III	1
IL1B-D054078	6	Launched	6	Launched	1
IL1B-D054179	2	Preclinical	3	Phase I	1
IL1B-D055371	2	Preclinical	2	Preclinical	2
IL1B-D056587	2	Preclinical	2	Preclinical	1
IL1B-D056587	6	Launched	6	Launched	1
IL1B-D057135	3	Phase I	6	Launched	1
IL1B-D065626	2	Preclinical	2	Preclinical	1
IL1F10-D009369	2	Preclinical	2	Preclinical	1
IL1R1-D000070642	2	Preclinical	2	Preclinical	1
IL1R1-D000086382	2	Preclinical	2	Preclinical	1
IL1R1-D000152	2	Preclinical	3	Phase I	1
IL1R1-D000544	2	Preclinical	2	Preclinical	1
IL1R1-D001171	2	Preclinical	2	Preclinical	2
IL1R1-D001171	2	Preclinical	6	Launched	1
IL1R1-D001172	2	Preclinical	2	Preclinical	5
IL1R1-D001172	3	Phase I	3	Phase I	1
IL1R1-D001172	4	Phase II	4	Phase II	1
IL1R1-D001172	6	Launched	6	Launched	1
IL1R1-D003876	3	Phase I	3	Phase I	1
IL1R1-D003922	2	Preclinical	2	Preclinical	1
IL1R1-D003924	2	Preclinical	2	Preclinical	2
IL1R1-D003924	4	Phase II	4	Phase II	1
IL1R1-D006073	2	Preclinical	2	Preclinical	5
IL1R1-D007249	2	Preclinical	2	Preclinical	3
IL1R1-D009103	2	Preclinical	2	Preclinical	1
IL1R1-D010003	2	Preclinical	2	Preclinical	2
IL1R1-D010003	3	Phase I	3	Phase I	2
IL1R1-D010003	4	Phase II	4	Phase II	1
IL1R1-D011565	3	Phase I	3	Phase I	1
IL1R1-D012128	2	Preclinical	2	Preclinical	1
IL1R1-D012393	2	Preclinical	3	Phase I	1
IL1R1-D017497	4	Phase II	4	Phase II	1
IL1R1-D029424	2	Preclinical	2	Preclinical	1
IL1R1-D029424	4	Phase II	4	Phase II	1
IL1R1-D056587	2	Preclinical	2	Preclinical	1
IL1R1-D056587	6	Launched	6	Launched	1
IL1R1-D059226	2	Preclinical	2	Preclinical	1
IL1R1-D059352	2	Preclinical	3	Phase I	1
IL1R2-D001168	2	Preclinical	2	Preclinical	1
IL1R2-D001172	2	Preclinical	2	Preclinical	1
IL1R2-D001172	3	Phase I	3	Phase I	1
IL1R2-D001172	4	Phase II	4	Phase II	2
IL1R2-D003924	4	Phase II	4	Phase II	1
IL1R2-D007249	2	Preclinical	2	Preclinical	3
IL1R2-D010003	2	Preclinical	2	Preclinical	1
IL1R2-D010003	4	Phase II	4	Phase II	2
IL1R2-D017497	4	Phase II	4	Phase II	1
IL1R2-D019121	2	Preclinical	2	Preclinical	1
IL1R2-D029424	4	Phase II	4	Phase II	1
IL1R2-D052016	4	Phase II	4	Phase II	1
IL1RAP-D001327	2	Preclinical	2	Preclinical	2
IL1RAP-D001650	4	Phase II	4	Phase II	1
IL1RAP-D001943	4	Phase II	4	Phase II	1
IL1RAP-D002289	4	Phase II	4	Phase II	1
IL1RAP-D007249	2	Preclinical	2	Preclinical	1
IL1RAP-D009190	2	Preclinical	2	Preclinical	1
IL1RAP-D009205	2	Preclinical	2	Preclinical	1
IL1RAP-D009369	2	Preclinical	2	Preclinical	2
